ID,crisis_behav_media_post_exercise,crisis_mood_states_pre_fatigue,crisis_behav_media_post_tv_media,crisis_behav_media_pre_hours_sleep_weekdays,crisis_mood_states_post_relaxed_vs_anxious,crisis_life_changes_time_outside_home,crisis_life_changes_stress_friend_change,crisis_life_changes_stress_cancellation,crisis_mood_states_post_fatigue,crisis_mood_states_pre_focus,crisis_behav_media_post_bed_weekdays,crisis_mood_states_post_focus,crisis_behav_media_post_videogames,crisis_mood_states_pre_worry,crisis_behav_media_pre_exercise,crisis_covid_worries_others,crisis_mood_states_pre_loneliness,crisis_life_changes_stress_family_change,crisis_life_changes_financial_difficulty,crisis_mood_states_pre__relaxed_vs_anxious,crisis_mood_states_post_negative_thougths,crisis_mood_states_pre_negative_thoughts,crisis_behav_media_pre_bed_weekends,crisis_covid_impact_job_loss,crisis_mood_states_pre_enjoy_activities,crisis_mood_states_post_happy_vs_sad,crisis_behav_media_pre_time_outdoor,crisis_mood_states_pre_happy_vs_sad,crisis_behav_media_pre_hours_sleep_weekends,crisis_behav_media_pre_social_media,crisis_life_changes_stress_stay_at_home,crisis_mood_states_post_irritability,crisis_life_changes_freq_outside_contacts,crisis_mood_states_pre_fidget,crisis_covid_worries_physical,crisis_behav_media_pre_tv_media,crisis_life_changes_difficulty_distancing,crisis_mood_states_post_worry,crisis_behav_media_pre_videogames,crisis_covid_worries_self,crisis_mood_states_pre_irritability,crisis_covid_worries_mental,crisis_life_changes_in_person_conversation,crisis_behav_media_post_bed_weekends,crisis_mood_states_post_fidget,crisis_life_changes_food_insecurity,crisis_behav_media_pre_bed_weekdays,crisis_life_changes_fam_relationship,crisis_covid_impact_school_closed,crisis_behav_media_post_hours_sleep_weekend,crisis_covid_worries_positive_changes,crisis_mood_states_post_enjoy_activities,crisis_behav_media_post_hours_sleep_weekdays,crisis_behav_media_post_social_media,crisis_life_changes_friend_relationship,crisis_covid_worries_reading,crisis_behav_media_post_time_outdoor,crisis_life_changes_houing_instability,crisis_mood_states_post_loneliness,crisis_life_changes_covid_worries_hopefully_end
8b1406ba,1.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,,5.0,3.0,5.0,2.0,2.0,1.0,4.0,1.0,5.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0
8b21fd61,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,5.0,3.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0
8b32e50d,2.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0
8b3b4378,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,,5.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,5.0,1.0,2.0,5.0,1.0,2.0,1.0,5.0,2.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0
8b77522e,5.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,4.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0
8b93d268,1.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,0.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,1.0,5.0,2.0,4.0,1.0,3.0,2.0,2.0,5.0,4.0,4.0,0.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,3.0,5.0
8ba01b55,3.0,4.0,5.0,1.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,,3.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,0.0,4.0,2.0,0.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,5.0,2.0,1.0,5.0,1.0
8babae56,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,5.0
8bcffd26,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0
8bda9742,3.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,0.0,5.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,5.0,1.0,4.0,2.0,0.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0
8be5f178,1.0,2.0,5.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0
8bf72916,2.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,,4.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,,4.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,20.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,5.0,2.0,2.0,3.0,5.0
8c1a0081,1.0,3.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,0.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0
8c21da37,2.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,5.0,2.0,3.0,4.0,5.0,3.0,5.0,3.0,,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,1.0
8c5a3e7c,2.0,4.0,5.0,2.0,5.0,2.0,1.0,3.0,5.0,4.0,1.0,5.0,1.0,2.0,2.0,5.0,4.0,3.0,1.0,4.0,5.0,4.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,5.0,4.0,1.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,4.0,5.0,3.0,1.0,5.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,5.0,2.0
8c847696,1.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,4.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0
8c84d952,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,0.0,3.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,4.0,2.0,0.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,1.0,2.0,5.0
8c96d124,1.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0
8c98e5c8,2.0,2.0,5.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,,4.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,4.0
8cc5a0ee,4.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,0.0,5.0,2.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0
8ce3231e,4.0,1.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,,5.0,3.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,7.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,5.0,2.0,1.0,3.0
8d01b1e5,4.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,,4.0,3.0,5.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,3.0,1.0,4.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0
8d1b6957,3.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,1.0,3.0,4.0
8d2574ff,1.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,3.0,5.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,2.0
8d458128,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0
8d540112,1.0,4.0,5.0,1.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,,3.0,5.0,2.0,4.0,1.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,4.0,1.0,5.0,3.0,5.0,6.0,2.0,4.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,5.0,1.0,4.0,5.0,2.0
8dc03314,2.0,4.0,5.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,,3.0,3.0,3.0,3.0,3.0,0.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0
8dc5562a,4.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,5.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,5.0,3.0,2.0,3.0,1.0,4.0,4.0,0.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0
8dd886af,1.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,,4.0,2.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,4.0,0.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,2.0,1.0,3.0,2.0
8de61cfb,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0
8de6322e,1.0,3.0,4.0,3.0,5.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,1.0,5.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,0.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,5.0,5.0,3.0,3.0,4.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0
8e0b1b93,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,4.0,0.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0
8e16b48d,2.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,,5.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,4.0,2.0,4.0,5.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,5.0,1.0,2.0,3.0
8e2b1ba5,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,0.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0
8e36215a,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,5.0,3.0,2.0,1.0,4.0
8e3de08c,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,,2.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,10.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0
8e407119,1.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,0.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,0.0,4.0,2.0,0.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,1.0,4.0,2.0
8e497f8a,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,0.0,5.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,1.0,3.0,2.0
8e697aac,5.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0
8e7e8fe9,3.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0
8e8c73c7,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,20.0,2.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0
8eb566fc,4.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,4.0,2.0,0.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0
8eec587f,1.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,4.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0
8f15f632,4.0,4.0,5.0,2.0,3.0,4.0,2.0,1.0,5.0,3.0,2.0,4.0,3.0,4.0,1.0,5.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0
8f29b0b9,1.0,2.0,5.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,4.0,1.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0
8f2c93b8,3.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,,4.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,,3.0,3.0,1.0,3.0,1.0
8f47d4f1,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,0.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0
8f526fc9,3.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0
8f5725c2,3.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,,5.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,4.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,5.0,2.0,5.0,2.0,1.0,2.0
8f6355e9,2.0,1.0,5.0,3.0,2.0,3.0,1.0,2.0,,1.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,5.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0
8f678aca,2.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,4.0,1.0,5.0,3.0,5.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0
8f926fe6,5.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,5.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,,5.0,2.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,2.0,5.0,100.0,2.0,4.0,0.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,5.0,1.0,4.0,5.0,2.0,4.0,5.0
8fa900fd,1.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,,4.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,2.0,4.0,40.0,2.0,3.0,0.0,1.0,5.0,1.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0
